,synapse_transcript_id
4056,ENSMUST00000031474
4057,ENSMUST00000048260
4058,ENSMUST00000159610
4059,ENSMUST00000061755
4060,ENSMUST00000087435
4061,ENSMUST00000057935
4062,ENSMUST00000023758
4063,ENSMUST00000137908
4064,ENSMUST00000217929
4065,ENSMUST00000088013
4066,ENSMUST00000152591
4067,ENSMUST00000105387
4068,ENSMUST00000114573
4069,ENSMUST00000045674
4070,ENSMUST00000141226
4071,ENSMUST00000032421
4072,ENSMUST00000078525
4073,ENSMUST00000031530
4074,ENSMUST00000040110
4075,ENSMUST00000026892
4076,ENSMUST00000056915
4077,ENSMUST00000058295
4078,ENSMUST00000029566
4079,ENSMUST00000047479
4080,ENSMUST00000052431
4081,ENSMUST00000042046
4082,ENSMUST00000113028
4083,ENSMUST00000109279
4084,ENSMUST00000023292
4085,ENSMUST00000124117
4086,ENSMUST00000119305
4087,ENSMUST00000020759
4088,ENSMUST00000089332
4089,ENSMUST00000072521
4090,ENSMUST00000031367
4091,ENSMUST00000032909
4092,ENSMUST00000043338
4093,ENSMUST00000152903
4094,ENSMUST00000151189
4095,ENSMUST00000067512
4096,ENSMUST00000024005
4097,ENSMUST00000064016
4098,ENSMUST00000081525
4099,ENSMUST00000056508
4100,ENSMUST00000033431
4101,ENSMUST00000081542
4102,ENSMUST00000065461
4103,ENSMUST00000064139
4104,ENSMUST00000126927
4105,ENSMUST00000021567
4106,ENSMUST00000059271
4107,ENSMUST00000066905
4108,ENSMUST00000105907
4109,ENSMUST00000122424
4110,ENSMUST00000025993
4111,ENSMUST00000179526
4112,ENSMUST00000092170
4113,ENSMUST00000030336
4114,ENSMUST00000075275
4115,ENSMUST00000051118
4116,ENSMUST00000022368
4117,ENSMUST00000118111
4118,ENSMUST00000022169
4119,ENSMUST00000093925
4120,ENSMUST00000001319
4121,ENSMUST00000120005
4122,ENSMUST00000179097
4123,ENSMUST00000202008
4124,ENSMUST00000205328
4125,ENSMUST00000040454
4126,ENSMUST00000033509
4127,ENSMUST00000026446
4128,ENSMUST00000027974
4129,ENSMUST00000045288
4130,ENSMUST00000050166
4131,ENSMUST00000164834
4132,ENSMUST00000195235
4133,ENSMUST00000194252
4134,ENSMUST00000164772
4135,ENSMUST00000166873
4136,ENSMUST00000031273
4137,ENSMUST00000213160
4138,ENSMUST00000139793
4139,ENSMUST00000040336
4140,ENSMUST00000059787
4141,ENSMUST00000122053
4142,ENSMUST00000119825
4143,ENSMUST00000043964
4144,ENSMUST00000025823
4145,ENSMUST00000178124
4146,ENSMUST00000019199
4147,ENSMUST00000114112
4148,ENSMUST00000085092
4149,ENSMUST00000027131
4150,ENSMUST00000154774
4151,ENSMUST00000146497
4152,ENSMUST00000119398
4153,ENSMUST00000172356
4154,ENSMUST00000114292
4155,ENSMUST00000072154
4156,ENSMUST00000030254
4157,ENSMUST00000047309
4158,ENSMUST00000099514
4159,ENSMUST00000197216
4160,ENSMUST00000197015
4161,ENSMUST00000202579
4162,ENSMUST00000170801
4163,ENSMUST00000122232
4164,ENSMUST00000027800
4165,ENSMUST00000023601
4166,ENSMUST00000070152
4167,ENSMUST00000138466
4168,ENSMUST00000146017
4169,ENSMUST00000038661
4170,ENSMUST00000159899
4171,ENSMUST00000167487
4172,ENSMUST00000112370
4173,ENSMUST00000117219
4174,ENSMUST00000031868
4175,ENSMUST00000203915
4176,ENSMUST00000112969
4177,ENSMUST00000045173
4178,ENSMUST00000182642
4179,ENSMUST00000004208
4180,ENSMUST00000040069
4181,ENSMUST00000077282
4182,ENSMUST00000154169
4183,ENSMUST00000050909
4184,ENSMUST00000028769
4185,ENSMUST00000060839
4186,ENSMUST00000080560
4187,ENSMUST00000024873
4188,ENSMUST00000099337
4189,ENSMUST00000189941
4190,ENSMUST00000113063
4191,ENSMUST00000052529
4192,ENSMUST00000040361
4193,ENSMUST00000206598
4194,ENSMUST00000075451
4195,ENSMUST00000227496
4196,ENSMUST00000022977
4197,ENSMUST00000178383
4198,ENSMUST00000165838
4199,ENSMUST00000043937
4200,ENSMUST00000023453
4201,ENSMUST00000116284
4202,ENSMUST00000031795
4203,ENSMUST00000107570
4204,ENSMUST00000207941
4205,ENSMUST00000114679
4206,ENSMUST00000221359
4207,ENSMUST00000107907
4208,ENSMUST00000191677
4209,ENSMUST00000113085
4210,ENSMUST00000075253
4211,ENSMUST00000209772
4212,ENSMUST00000174211
4213,ENSMUST00000060992
4214,ENSMUST00000029271
4215,ENSMUST00000223787
4216,ENSMUST00000059571
4217,ENSMUST00000160216
4218,ENSMUST00000023283
4219,ENSMUST00000072735
4220,ENSMUST00000034581
4221,ENSMUST00000041725
4222,ENSMUST00000055676
4223,ENSMUST00000113290
4224,ENSMUST00000076968
4225,ENSMUST00000105802
4226,ENSMUST00000050487
4227,ENSMUST00000025010
4228,ENSMUST00000066987
4229,ENSMUST00000168864
4230,ENSMUST00000183482
4231,ENSMUST00000127567
4232,ENSMUST00000165175
4233,ENSMUST00000075069
4234,ENSMUST00000027415
4235,ENSMUST00000094097
4236,ENSMUST00000000619
4237,ENSMUST00000055921
4238,ENSMUST00000052590
4239,ENSMUST00000019143
4240,ENSMUST00000082320
4241,ENSMUST00000063663
4242,ENSMUST00000041826
4243,ENSMUST00000089162
4244,ENSMUST00000052919
4245,ENSMUST00000204224
4246,ENSMUST00000066107
4247,ENSMUST00000034023
4248,ENSMUST00000199868
4249,ENSMUST00000088931
4250,ENSMUST00000115259
4251,ENSMUST00000238748
4252,ENSMUST00000042281
4253,ENSMUST00000146514
4254,ENSMUST00000081381
4255,ENSMUST00000020896
4256,ENSMUST00000143178
4257,ENSMUST00000032892
4258,ENSMUST00000029402
4259,ENSMUST00000200191
4260,ENSMUST00000097547
4261,ENSMUST00000103202
4262,ENSMUST00000043521
4263,ENSMUST00000236963
4264,ENSMUST00000006893
4265,ENSMUST00000151799
4266,ENSMUST00000031555
4267,ENSMUST00000180886
4268,ENSMUST00000182980
4269,ENSMUST00000000275
4270,ENSMUST00000115250
4271,ENSMUST00000085412
4272,ENSMUST00000197452
4273,ENSMUST00000114308
4274,ENSMUST00000019439
4275,ENSMUST00000046259
4276,ENSMUST00000236866
4277,ENSMUST00000089559
4278,ENSMUST00000029565
4279,ENSMUST00000239449
4280,ENSMUST00000160360
4281,ENSMUST00000068664
4282,ENSMUST00000107793
4283,ENSMUST00000139906
4284,ENSMUST00000000201
4285,ENSMUST00000049507
4286,ENSMUST00000032835
4287,ENSMUST00000047936
4288,ENSMUST00000052204
4289,ENSMUST00000188285
4290,ENSMUST00000138532
4291,ENSMUST00000030799
4292,ENSMUST00000171637
4293,ENSMUST00000172503
4294,ENSMUST00000140675
4295,ENSMUST00000112635
4296,ENSMUST00000004381
4297,ENSMUST00000100737
4298,ENSMUST00000075312
4299,ENSMUST00000017610
4300,ENSMUST00000236290
4301,ENSMUST00000018918
4302,ENSMUST00000105384
4303,ENSMUST00000160658
4304,ENSMUST00000026896
4305,ENSMUST00000079758
4306,ENSMUST00000032825
4307,ENSMUST00000109300
4308,ENSMUST00000219763
4309,ENSMUST00000034472
4310,ENSMUST00000100219
4311,ENSMUST00000140096
4312,ENSMUST00000114357
4313,ENSMUST00000034522
4314,ENSMUST00000044003
4315,ENSMUST00000025215
4316,ENSMUST00000152568
4317,ENSMUST00000078572
4318,ENSMUST00000048519
4319,ENSMUST00000034883
4320,ENSMUST00000126008
4321,ENSMUST00000093271
4322,ENSMUST00000041708
4323,ENSMUST00000101471
4324,ENSMUST00000023241
4325,ENSMUST00000057608
4326,ENSMUST00000066708
4327,ENSMUST00000161576
4328,ENSMUST00000121034
4329,ENSMUST00000070911
4330,ENSMUST00000065417
4331,ENSMUST00000103018
4332,ENSMUST00000019937
4333,ENSMUST00000081288
4334,ENSMUST00000055018
4335,ENSMUST00000003717
4336,ENSMUST00000209596
4337,ENSMUST00000032143
4338,ENSMUST00000111775
4339,ENSMUST00000226145
4340,ENSMUST00000141856
4341,ENSMUST00000046399
4342,ENSMUST00000190195
4343,ENSMUST00000163949
4344,ENSMUST00000032322
4345,ENSMUST00000002923
4346,ENSMUST00000080067
4347,ENSMUST00000161359
4348,ENSMUST00000047405
4349,ENSMUST00000052185
4350,ENSMUST00000109526
4351,ENSMUST00000114317
4352,ENSMUST00000008297
4353,ENSMUST00000075316
4354,ENSMUST00000000287
4355,ENSMUST00000238513
4356,ENSMUST00000198139
4357,ENSMUST00000006367
4358,ENSMUST00000192069
4359,ENSMUST00000210032
4360,ENSMUST00000212533
4361,ENSMUST00000223827
4362,ENSMUST00000139954
4363,ENSMUST00000035120
4364,ENSMUST00000088086
4365,ENSMUST00000060972
4366,ENSMUST00000021558
4367,ENSMUST00000034909
4368,ENSMUST00000091288
4369,ENSMUST00000075080
4370,ENSMUST00000035007
4371,ENSMUST00000196198
4372,ENSMUST00000154208
4373,ENSMUST00000025827
4374,ENSMUST00000198105
4375,ENSMUST00000114702
4376,ENSMUST00000220551
4377,ENSMUST00000050649
4378,ENSMUST00000037315
4379,ENSMUST00000107396
4380,ENSMUST00000125544
4381,ENSMUST00000045229
4382,ENSMUST00000072451
4383,ENSMUST00000071985
4384,ENSMUST00000041761
4385,ENSMUST00000040751
4386,ENSMUST00000160719
4387,ENSMUST00000061632
4388,ENSMUST00000147563
4389,ENSMUST00000064637
4390,ENSMUST00000166855
4391,ENSMUST00000020938
4392,ENSMUST00000115425
4393,ENSMUST00000062069
4394,ENSMUST00000056755
4395,ENSMUST00000204027
4396,ENSMUST00000020350
4397,ENSMUST00000221876
4398,ENSMUST00000088744
4399,ENSMUST00000114018
4400,ENSMUST00000076670
4401,ENSMUST00000067853
4402,ENSMUST00000194204
4403,ENSMUST00000033935
4404,ENSMUST00000075190
4405,ENSMUST00000202479
4406,ENSMUST00000239169
4407,ENSMUST00000207505
4408,ENSMUST00000030914
4409,ENSMUST00000033289
4410,ENSMUST00000130519
4411,ENSMUST00000151952
4412,ENSMUST00000060435
4413,ENSMUST00000100314
4414,ENSMUST00000230531
4415,ENSMUST00000144041
4416,ENSMUST00000056522
4417,ENSMUST00000034776
4418,ENSMUST00000098997
4419,ENSMUST00000143026
4420,ENSMUST00000030879
4421,ENSMUST00000114143
4422,ENSMUST00000199070
4423,ENSMUST00000034458
4424,ENSMUST00000021607
4425,ENSMUST00000189980
4426,ENSMUST00000070864
4427,ENSMUST00000040791
4428,ENSMUST00000010210
4429,ENSMUST00000034230
4430,ENSMUST00000108238
4431,ENSMUST00000196269
4432,ENSMUST00000040576
4433,ENSMUST00000209509
4434,ENSMUST00000203092
4435,ENSMUST00000060943
4436,ENSMUST00000151045
4437,ENSMUST00000213268
4438,ENSMUST00000063719
4439,ENSMUST00000108288
4440,ENSMUST00000117452
4441,ENSMUST00000001280
4442,ENSMUST00000196176
4443,ENSMUST00000102678
4444,ENSMUST00000018651
4445,ENSMUST00000059844
4446,ENSMUST00000108904
4447,ENSMUST00000217570
4448,ENSMUST00000235412
4449,ENSMUST00000095214
4450,ENSMUST00000113358
4451,ENSMUST00000067476
4452,ENSMUST00000020707
4453,ENSMUST00000099547
4454,ENSMUST00000017891
4455,ENSMUST00000020399
4456,ENSMUST00000107165
4457,ENSMUST00000127252
4458,ENSMUST00000119707
4459,ENSMUST00000061826
4460,ENSMUST00000115443
4461,ENSMUST00000200119
4462,ENSMUST00000236421
4463,ENSMUST00000113920
4464,ENSMUST00000090046
4465,ENSMUST00000053317
4466,ENSMUST00000037941
4467,ENSMUST00000025202
4468,ENSMUST00000166580
4469,ENSMUST00000231152
4470,ENSMUST00000163333
4471,ENSMUST00000189373
4472,ENSMUST00000238520
4473,ENSMUST00000117549
4474,ENSMUST00000021512
4475,ENSMUST00000020204
4476,ENSMUST00000140299
4477,ENSMUST00000114318
4478,ENSMUST00000128539
4479,ENSMUST00000084615
4480,ENSMUST00000031121
4481,ENSMUST00000227737
4482,ENSMUST00000201341
4483,ENSMUST00000022428
4484,ENSMUST00000112498
4485,ENSMUST00000154473
4486,ENSMUST00000187182
4487,ENSMUST00000178797
4488,ENSMUST00000043111
4489,ENSMUST00000043961
4490,ENSMUST00000067538
4491,ENSMUST00000028549
4492,ENSMUST00000022075
4493,ENSMUST00000206170
4494,ENSMUST00000050880
4495,ENSMUST00000034983
4496,ENSMUST00000067101
4497,ENSMUST00000101045
4498,ENSMUST00000044721
4499,ENSMUST00000031055
4500,ENSMUST00000087883
4501,ENSMUST00000236052
4502,ENSMUST00000056328
4503,ENSMUST00000154381
4504,ENSMUST00000079764
4505,ENSMUST00000080431
4506,ENSMUST00000078111
4507,ENSMUST00000089726
4508,ENSMUST00000031286
4509,ENSMUST00000162057
4510,ENSMUST00000131464
4511,ENSMUST00000195233
4512,ENSMUST00000036972
4513,ENSMUST00000211820
4514,ENSMUST00000171970
4515,ENSMUST00000162897
4516,ENSMUST00000038695
4517,ENSMUST00000131688
4518,ENSMUST00000123080
4519,ENSMUST00000091813
4520,ENSMUST00000026832
4521,ENSMUST00000208465
4522,ENSMUST00000057610
4523,ENSMUST00000091554
4524,ENSMUST00000233503
4525,ENSMUST00000045791
4526,ENSMUST00000196583
4527,ENSMUST00000007602
4528,ENSMUST00000046520
4529,ENSMUST00000164837
4530,ENSMUST00000049040
4531,ENSMUST00000007757
4532,ENSMUST00000040729
4533,ENSMUST00000066197
4534,ENSMUST00000115324
4535,ENSMUST00000171300
4536,ENSMUST00000033418
4537,ENSMUST00000237357
4538,ENSMUST00000025027
4539,ENSMUST00000117077
4540,ENSMUST00000164039
4541,ENSMUST00000162376
4542,ENSMUST00000186271
4543,ENSMUST00000071081
4544,ENSMUST00000021932
4545,ENSMUST00000117872
4546,ENSMUST00000023911
4547,ENSMUST00000168810
4548,ENSMUST00000026737
4549,ENSMUST00000220124
4550,ENSMUST00000111416
4551,ENSMUST00000228736
4552,ENSMUST00000037623
4553,ENSMUST00000193319
4554,ENSMUST00000193042
4555,ENSMUST00000057503
4556,ENSMUST00000017561
4557,ENSMUST00000029546
4558,ENSMUST00000000811
4559,ENSMUST00000036227
4560,ENSMUST00000014917
4561,ENSMUST00000029344
4562,ENSMUST00000165855
4563,ENSMUST00000136628
4564,ENSMUST00000166823
4565,ENSMUST00000087226
4566,ENSMUST00000045738
4567,ENSMUST00000078482
4568,ENSMUST00000100772
4569,ENSMUST00000038973
4570,ENSMUST00000204838
4571,ENSMUST00000213818
4572,ENSMUST00000037709
4573,ENSMUST00000137232
4574,ENSMUST00000045593
4575,ENSMUST00000088585
4576,ENSMUST00000110737
4577,ENSMUST00000024963
4578,ENSMUST00000166247
